epoch (ms),time (-13:00),elapsed (s),w (number),x (number),y (number), z (number)
1595137404530,2020-07-19T01:43:24.530,6.740,0.512,0.324,-0.156,0.780
1595137404540,2020-07-19T01:43:24.540,6.750,0.508,0.324,-0.159,0.782
1595137404550,2020-07-19T01:43:24.550,6.760,0.508,0.326,-0.161,0.781
1595137404560,2020-07-19T01:43:24.560,6.770,0.505,0.326,-0.163,0.782
1595137404570,2020-07-19T01:43:24.570,6.780,0.504,0.328,-0.165,0.782
1595137404580,2020-07-19T01:43:24.580,6.790,0.503,0.329,-0.166,0.782
1595137404590,2020-07-19T01:43:24.590,6.800,0.502,0.330,-0.168,0.782
1595137404600,2020-07-19T01:43:24.600,6.810,0.501,0.331,-0.169,0.781
1595137404610,2020-07-19T01:43:24.610,6.820,0.500,0.332,-0.170,0.781
1595137404620,2020-07-19T01:43:24.620,6.830,0.499,0.334,-0.171,0.781
1595137404630,2020-07-19T01:43:24.630,6.840,0.498,0.335,-0.172,0.781
1595137404640,2020-07-19T01:43:24.640,6.850,0.497,0.336,-0.174,0.781
1595137404650,2020-07-19T01:43:24.650,6.860,0.496,0.338,-0.175,0.781
1595137404660,2020-07-19T01:43:24.660,6.870,0.495,0.339,-0.176,0.780
1595137404670,2020-07-19T01:43:24.670,6.880,0.494,0.341,-0.177,0.780
1595137404680,2020-07-19T01:43:24.680,6.890,0.493,0.343,-0.178,0.779
1595137404690,2020-07-19T01:43:24.690,6.900,0.493,0.345,-0.179,0.779
1595137404700,2020-07-19T01:43:24.700,6.910,0.492,0.347,-0.180,0.778
1595137404710,2020-07-19T01:43:24.710,6.920,0.491,0.349,-0.180,0.777
1595137404720,2020-07-19T01:43:24.720,6.930,0.491,0.351,-0.181,0.777
1595137404730,2020-07-19T01:43:24.730,6.940,0.490,0.353,-0.182,0.776
1595137404740,2020-07-19T01:43:24.740,6.950,0.489,0.355,-0.182,0.775
1595137404750,2020-07-19T01:43:24.750,6.960,0.489,0.357,-0.183,0.775
1595137404760,2020-07-19T01:43:24.760,6.970,0.488,0.359,-0.184,0.774
1595137404770,2020-07-19T01:43:24.770,6.980,0.488,0.361,-0.184,0.773
1595137404780,2020-07-19T01:43:24.780,6.990,0.488,0.363,-0.184,0.772
1595137404790,2020-07-19T01:43:24.790,7.000,0.487,0.365,-0.184,0.772
1595137404800,2020-07-19T01:43:24.800,7.010,0.486,0.367,-0.183,0.772
1595137404810,2020-07-19T01:43:24.810,7.020,0.486,0.370,-0.182,0.771
1595137404820,2020-07-19T01:43:24.820,7.030,0.485,0.373,-0.180,0.770
1595137404830,2020-07-19T01:43:24.830,7.040,0.485,0.377,-0.178,0.769
1595137404840,2020-07-19T01:43:24.840,7.050,0.485,0.380,-0.176,0.768
1595137404850,2020-07-19T01:43:24.850,7.060,0.485,0.382,-0.174,0.767
1595137404860,2020-07-19T01:43:24.860,7.070,0.485,0.385,-0.173,0.766
1595137404870,2020-07-19T01:43:24.870,7.080,0.485,0.388,-0.171,0.765
1595137404880,2020-07-19T01:43:24.880,7.090,0.485,0.390,-0.170,0.764
1595137404890,2020-07-19T01:43:24.890,7.100,0.485,0.393,-0.169,0.763
1595137404900,2020-07-19T01:43:24.900,7.110,0.485,0.395,-0.169,0.762
1595137404910,2020-07-19T01:43:24.910,7.120,0.485,0.397,-0.169,0.761
1595137404920,2020-07-19T01:43:24.920,7.130,0.484,0.399,-0.169,0.760
1595137404930,2020-07-19T01:43:24.930,7.140,0.483,0.402,-0.171,0.759
1595137404940,2020-07-19T01:43:24.940,7.150,0.481,0.406,-0.172,0.758
1595137404950,2020-07-19T01:43:24.950,7.160,0.480,0.409,-0.175,0.756
1595137404960,2020-07-19T01:43:24.960,7.170,0.478,0.413,-0.178,0.755
1595137404970,2020-07-19T01:43:24.970,7.180,0.475,0.417,-0.183,0.753
1595137404980,2020-07-19T01:43:24.980,7.190,0.473,0.421,-0.188,0.751
1595137404990,2020-07-19T01:43:24.990,7.200,0.470,0.426,-0.194,0.748
1595137405000,2020-07-19T01:43:25.000,7.210,0.468,0.431,-0.201,0.745
1595137405010,2020-07-19T01:43:25.010,7.220,0.464,0.436,-0.209,0.742
1595137405020,2020-07-19T01:43:25.020,7.230,0.461,0.442,-0.217,0.739
1595137405030,2020-07-19T01:43:25.030,7.240,0.457,0.447,-0.226,0.735
1595137405040,2020-07-19T01:43:25.040,7.250,0.452,0.454,-0.235,0.731
1595137405050,2020-07-19T01:43:25.050,7.260,0.447,0.461,-0.246,0.726
1595137405060,2020-07-19T01:43:25.060,7.270,0.441,0.469,-0.258,0.720
1595137405070,2020-07-19T01:43:25.070,7.280,0.435,0.479,-0.273,0.713
1595137405080,2020-07-19T01:43:25.080,7.290,0.427,0.491,-0.288,0.703
1595137405090,2020-07-19T01:43:25.090,7.300,0.420,0.505,-0.305,0.690
1595137405100,2020-07-19T01:43:25.100,7.310,0.413,0.521,-0.320,0.675
1595137405110,2020-07-19T01:43:25.110,7.320,0.404,0.540,-0.336,0.658
1595137405120,2020-07-19T01:43:25.120,7.330,0.392,0.560,-0.353,0.639
1595137405130,2020-07-19T01:43:25.130,7.340,0.375,0.578,-0.377,0.619
1595137405140,2020-07-19T01:43:25.140,7.350,0.351,0.593,-0.406,0.601
1595137405150,2020-07-19T01:43:25.150,7.360,0.335,0.598,-0.428,0.589
1595137405160,2020-07-19T01:43:25.160,7.370,0.328,0.605,-0.433,0.582
1595137405170,2020-07-19T01:43:25.170,7.380,0.310,0.631,-0.421,0.574
1595137405180,2020-07-19T01:43:25.180,7.390,0.288,0.651,-0.411,0.570
1595137405190,2020-07-19T01:43:25.190,7.400,0.271,0.658,-0.414,0.568
1595137405200,2020-07-19T01:43:25.200,7.410,0.267,0.664,-0.409,0.566
1595137405210,2020-07-19T01:43:25.210,7.420,0.266,0.670,-0.397,0.569
1595137405220,2020-07-19T01:43:25.220,7.430,0.264,0.667,-0.390,0.577
1595137405230,2020-07-19T01:43:25.230,7.440,0.265,0.662,-0.379,0.590
1595137405240,2020-07-19T01:43:25.240,7.450,0.261,0.662,-0.366,0.599
1595137405250,2020-07-19T01:43:25.250,7.460,0.255,0.660,-0.357,0.610
1595137405260,2020-07-19T01:43:25.260,7.470,0.249,0.653,-0.352,0.622
1595137405270,2020-07-19T01:43:25.270,7.480,0.244,0.646,-0.344,0.636
1595137405280,2020-07-19T01:43:25.280,7.490,0.242,0.639,-0.331,0.651
1595137405290,2020-07-19T01:43:25.290,7.500,0.242,0.632,-0.314,0.666
1595137405300,2020-07-19T01:43:25.300,7.510,0.243,0.625,-0.297,0.680
1595137405310,2020-07-19T01:43:25.310,7.520,0.244,0.618,-0.280,0.693
1595137405320,2020-07-19T01:43:25.320,7.530,0.247,0.611,-0.261,0.705
1595137405330,2020-07-19T01:43:25.330,7.540,0.252,0.602,-0.243,0.717
1595137405340,2020-07-19T01:43:25.340,7.550,0.256,0.593,-0.227,0.729
1595137405350,2020-07-19T01:43:25.350,7.560,0.261,0.583,-0.210,0.740
1595137405360,2020-07-19T01:43:25.360,7.570,0.265,0.573,-0.195,0.751
1595137405370,2020-07-19T01:43:25.370,7.580,0.270,0.560,-0.180,0.762
1595137405380,2020-07-19T01:43:25.380,7.590,0.275,0.547,-0.166,0.773
1595137405390,2020-07-19T01:43:25.390,7.600,0.279,0.534,-0.151,0.784
1595137405400,2020-07-19T01:43:25.400,7.610,0.283,0.519,-0.138,0.795
1595137405410,2020-07-19T01:43:25.410,7.620,0.287,0.502,-0.126,0.806
1595137405420,2020-07-19T01:43:25.420,7.630,0.290,0.485,-0.115,0.817
1595137405430,2020-07-19T01:43:25.430,7.640,0.292,0.468,-0.103,0.828
1595137405440,2020-07-19T01:43:25.440,7.650,0.292,0.450,-0.093,0.839
1595137405450,2020-07-19T01:43:25.450,7.660,0.291,0.432,-0.083,0.849
1595137405460,2020-07-19T01:43:25.460,7.670,0.289,0.414,-0.075,0.860
1595137405470,2020-07-19T01:43:25.470,7.680,0.286,0.395,-0.067,0.871
1595137405480,2020-07-19T01:43:25.480,7.690,0.282,0.377,-0.060,0.880
1595137405490,2020-07-19T01:43:25.490,7.700,0.278,0.359,-0.052,0.889
1595137405500,2020-07-19T01:43:25.500,7.710,0.273,0.343,-0.047,0.898
1595137405510,2020-07-19T01:43:25.510,7.720,0.267,0.327,-0.041,0.906
1595137405520,2020-07-19T01:43:25.520,7.730,0.262,0.313,-0.035,0.912
1595137405530,2020-07-19T01:43:25.530,7.740,0.258,0.301,-0.029,0.918
1595137405540,2020-07-19T01:43:25.540,7.750,0.254,0.291,-0.026,0.922
1595137405550,2020-07-19T01:43:25.550,7.760,0.251,0.284,-0.021,0.925
1595137405560,2020-07-19T01:43:25.560,7.770,0.251,0.281,-0.015,0.926
1595137405570,2020-07-19T01:43:25.570,7.780,0.251,0.278,-0.010,0.927
1595137405580,2020-07-19T01:43:25.580,7.790,0.251,0.276,-0.007,0.928
1595137405590,2020-07-19T01:43:25.590,7.800,0.251,0.272,-0.006,0.929
1595137405600,2020-07-19T01:43:25.600,7.810,0.250,0.269,-0.006,0.930
1595137405610,2020-07-19T01:43:25.610,7.820,0.249,0.267,-0.006,0.931
1595137405620,2020-07-19T01:43:25.620,7.830,0.248,0.267,-0.006,0.931
1595137405630,2020-07-19T01:43:25.630,7.840,0.246,0.268,-0.007,0.931
1595137405640,2020-07-19T01:43:25.640,7.850,0.245,0.268,-0.008,0.932
1595137405650,2020-07-19T01:43:25.650,7.860,0.242,0.267,-0.009,0.933
1595137405660,2020-07-19T01:43:25.660,7.870,0.236,0.263,-0.008,0.936
1595137405670,2020-07-19T01:43:25.670,7.880,0.227,0.261,-0.006,0.938
1595137405680,2020-07-19T01:43:25.680,7.890,0.223,0.270,-0.009,0.937
1595137405690,2020-07-19T01:43:25.690,7.900,0.222,0.290,-0.008,0.931
1595137405700,2020-07-19T01:43:25.700,7.910,0.230,0.308,-0.006,0.923
1595137405710,2020-07-19T01:43:25.710,7.920,0.232,0.317,-0.022,0.919
1595137405720,2020-07-19T01:43:25.720,7.930,0.224,0.321,-0.044,0.919
1595137405730,2020-07-19T01:43:25.730,7.940,0.207,0.333,-0.054,0.918
1595137405740,2020-07-19T01:43:25.740,7.950,0.173,0.331,-0.067,0.925
1595137405750,2020-07-19T01:43:25.750,7.960,0.172,0.324,-0.065,0.928
1595137405760,2020-07-19T01:43:25.760,7.970,0.182,0.340,-0.053,0.921
1595137405770,2020-07-19T01:43:25.770,7.980,0.199,0.352,-0.041,0.914
1595137405780,2020-07-19T01:43:25.780,7.990,0.203,0.348,-0.039,0.914
1595137405790,2020-07-19T01:43:25.790,8.000,0.194,0.346,-0.046,0.917
1595137405800,2020-07-19T01:43:25.800,8.010,0.186,0.352,-0.050,0.916
1595137405810,2020-07-19T01:43:25.810,8.020,0.181,0.351,-0.054,0.917
1595137405820,2020-07-19T01:43:25.820,8.030,0.180,0.350,-0.055,0.918
1595137405830,2020-07-19T01:43:25.830,8.040,0.180,0.355,-0.054,0.916
1595137405840,2020-07-19T01:43:25.840,8.050,0.180,0.356,-0.054,0.915
1595137405850,2020-07-19T01:43:25.850,8.060,0.180,0.357,-0.054,0.915
1595137405860,2020-07-19T01:43:25.860,8.070,0.180,0.360,-0.053,0.914
1595137405870,2020-07-19T01:43:25.870,8.080,0.180,0.361,-0.053,0.913
1595137405880,2020-07-19T01:43:25.880,8.090,0.180,0.363,-0.053,0.913
1595137405890,2020-07-19T01:43:25.890,8.100,0.179,0.364,-0.052,0.913
1595137405900,2020-07-19T01:43:25.900,8.110,0.179,0.365,-0.051,0.912
1595137405910,2020-07-19T01:43:25.910,8.120,0.179,0.367,-0.050,0.912
1595137405920,2020-07-19T01:43:25.920,8.130,0.180,0.368,-0.049,0.911
1595137405930,2020-07-19T01:43:25.930,8.140,0.180,0.368,-0.048,0.911
1595137405940,2020-07-19T01:43:25.940,8.150,0.181,0.368,-0.046,0.911
1595137405950,2020-07-19T01:43:25.950,8.160,0.182,0.368,-0.044,0.911
1595137405960,2020-07-19T01:43:25.960,8.170,0.182,0.367,-0.042,0.911
1595137405970,2020-07-19T01:43:25.970,8.180,0.184,0.367,-0.039,0.911
1595137405980,2020-07-19T01:43:25.980,8.190,0.185,0.367,-0.036,0.911
1595137405990,2020-07-19T01:43:25.990,8.200,0.186,0.366,-0.034,0.911
1595137406000,2020-07-19T01:43:26.000,8.210,0.187,0.365,-0.032,0.912
1595137406010,2020-07-19T01:43:26.010,8.220,0.188,0.364,-0.030,0.912
1595137406020,2020-07-19T01:43:26.020,8.230,0.190,0.363,-0.027,0.912
1595137406030,2020-07-19T01:43:26.030,8.240,0.191,0.363,-0.025,0.912
1595137406040,2020-07-19T01:43:26.040,8.250,0.202,0.349,0.002,0.915
1595137406050,2020-07-19T01:43:26.050,8.260,0.203,0.349,0.005,0.915
1595137406060,2020-07-19T01:43:26.060,8.270,0.204,0.349,0.007,0.915
1595137406070,2020-07-19T01:43:26.070,8.280,0.205,0.350,0.009,0.914
1595137406080,2020-07-19T01:43:26.080,8.290,0.206,0.352,0.012,0.913
1595137406090,2020-07-19T01:43:26.090,8.300,0.207,0.354,0.014,0.912
1595137406100,2020-07-19T01:43:26.100,8.310,0.207,0.356,0.016,0.911
1595137406110,2020-07-19T01:43:26.110,8.320,0.208,0.358,0.018,0.910
1595137406120,2020-07-19T01:43:26.120,8.330,0.208,0.362,0.020,0.908
1595137406130,2020-07-19T01:43:26.130,8.340,0.208,0.365,0.022,0.907
1595137406140,2020-07-19T01:43:26.140,8.350,0.208,0.368,0.022,0.906
1595137406150,2020-07-19T01:43:26.150,8.360,0.207,0.371,0.023,0.905
1595137406160,2020-07-19T01:43:26.160,8.370,0.206,0.374,0.023,0.904
1595137406170,2020-07-19T01:43:26.170,8.380,0.205,0.378,0.023,0.903
1595137406180,2020-07-19T01:43:26.180,8.390,0.204,0.381,0.022,0.902
1595137406190,2020-07-19T01:43:26.190,8.400,0.202,0.385,0.021,0.900
1595137406200,2020-07-19T01:43:26.200,8.410,0.200,0.388,0.021,0.899
1595137406210,2020-07-19T01:43:26.210,8.420,0.198,0.393,0.019,0.898
1595137406220,2020-07-19T01:43:26.220,8.430,0.196,0.398,0.017,0.896
1595137406230,2020-07-19T01:43:26.230,8.440,0.193,0.404,0.015,0.894
1595137406240,2020-07-19T01:43:26.240,8.450,0.191,0.410,0.012,0.892
1595137406250,2020-07-19T01:43:26.250,8.460,0.188,0.417,0.010,0.889
1595137406260,2020-07-19T01:43:26.260,8.470,0.186,0.425,0.007,0.886
1595137406270,2020-07-19T01:43:26.270,8.480,0.183,0.434,0.004,0.882
1595137406280,2020-07-19T01:43:26.280,8.490,0.180,0.443,0.000,0.878
1595137406290,2020-07-19T01:43:26.290,8.500,0.176,0.452,-0.004,0.874
1595137406300,2020-07-19T01:43:26.300,8.510,0.173,0.462,-0.008,0.870
1595137406310,2020-07-19T01:43:26.310,8.520,0.169,0.473,-0.013,0.865
1595137406320,2020-07-19T01:43:26.320,8.530,0.164,0.485,-0.019,0.859
1595137406330,2020-07-19T01:43:26.330,8.540,0.160,0.498,-0.026,0.852
1595137406340,2020-07-19T01:43:26.340,8.550,0.157,0.515,-0.034,0.842
1595137406350,2020-07-19T01:43:26.350,8.560,0.155,0.536,-0.043,0.829
1595137406360,2020-07-19T01:43:26.360,8.570,0.156,0.559,-0.052,0.813
1595137406370,2020-07-19T01:43:26.370,8.580,0.159,0.582,-0.060,0.795
1595137406380,2020-07-19T01:43:26.380,8.590,0.162,0.605,-0.065,0.777
1595137406390,2020-07-19T01:43:26.390,8.600,0.165,0.630,-0.071,0.756
1595137406400,2020-07-19T01:43:26.400,8.610,0.154,0.661,-0.081,0.730
1595137406410,2020-07-19T01:43:26.410,8.620,0.136,0.695,-0.106,0.698
1595137406420,2020-07-19T01:43:26.420,8.630,0.128,0.720,-0.133,0.668
1595137406430,2020-07-19T01:43:26.430,8.640,0.126,0.728,-0.147,0.658
1595137406440,2020-07-19T01:43:26.440,8.650,0.133,0.723,-0.143,0.663
1595137406450,2020-07-19T01:43:26.450,8.660,0.131,0.735,-0.144,0.650
1595137406460,2020-07-19T01:43:26.460,8.670,0.115,0.758,-0.143,0.626
1595137406470,2020-07-19T01:43:26.470,8.680,0.124,0.757,-0.127,0.628
1595137406480,2020-07-19T01:43:26.480,8.690,0.134,0.744,-0.118,0.644
1595137406490,2020-07-19T01:43:26.490,8.700,0.133,0.742,-0.130,0.644
1595137406500,2020-07-19T01:43:26.500,8.710,0.130,0.733,-0.141,0.653
1595137406510,2020-07-19T01:43:26.510,8.720,0.127,0.722,-0.143,0.665
1595137406520,2020-07-19T01:43:26.520,8.730,0.119,0.718,-0.144,0.670
1595137406530,2020-07-19T01:43:26.530,8.740,0.114,0.707,-0.144,0.683
1595137406540,2020-07-19T01:43:26.540,8.750,0.112,0.692,-0.142,0.699
1595137406550,2020-07-19T01:43:26.550,8.760,0.109,0.679,-0.140,0.713
1595137406560,2020-07-19T01:43:26.560,8.770,0.108,0.667,-0.137,0.725
1595137406570,2020-07-19T01:43:26.570,8.780,0.110,0.653,-0.131,0.738
1595137406580,2020-07-19T01:43:26.580,8.790,0.117,0.637,-0.120,0.753
1595137406590,2020-07-19T01:43:26.590,8.800,0.127,0.622,-0.116,0.764
1595137406600,2020-07-19T01:43:26.600,8.810,0.137,0.604,-0.124,0.775
1595137406610,2020-07-19T01:43:26.610,8.820,0.145,0.586,-0.130,0.787
1595137406620,2020-07-19T01:43:26.620,8.830,0.153,0.569,-0.126,0.798
1595137406630,2020-07-19T01:43:26.630,8.840,0.161,0.552,-0.124,0.809
1595137406640,2020-07-19T01:43:26.640,8.850,0.170,0.533,-0.122,0.820
1595137406650,2020-07-19T01:43:26.650,8.860,0.179,0.514,-0.119,0.831
1595137406660,2020-07-19T01:43:26.660,8.870,0.187,0.495,-0.116,0.841
1595137406670,2020-07-19T01:43:26.670,8.880,0.194,0.474,-0.113,0.852
1595137406680,2020-07-19T01:43:26.680,8.890,0.200,0.452,-0.109,0.862
1595137406690,2020-07-19T01:43:26.690,8.900,0.206,0.432,-0.104,0.872
1595137406700,2020-07-19T01:43:26.700,8.910,0.209,0.411,-0.100,0.882
1595137406710,2020-07-19T01:43:26.710,8.920,0.211,0.390,-0.096,0.891
1595137406720,2020-07-19T01:43:26.720,8.930,0.213,0.370,-0.091,0.900
1595137406730,2020-07-19T01:43:26.730,8.940,0.214,0.350,-0.085,0.908
1595137406740,2020-07-19T01:43:26.740,8.950,0.215,0.330,-0.079,0.916
1595137406750,2020-07-19T01:43:26.750,8.960,0.216,0.312,-0.073,0.922
1595137406760,2020-07-19T01:43:26.760,8.970,0.216,0.295,-0.066,0.928
1595137406770,2020-07-19T01:43:26.770,8.980,0.217,0.280,-0.060,0.933
1595137406780,2020-07-19T01:43:26.780,8.990,0.218,0.270,-0.055,0.936
1595137406790,2020-07-19T01:43:26.790,9.000,0.221,0.264,-0.051,0.938
1595137406800,2020-07-19T01:43:26.800,9.010,0.223,0.260,-0.048,0.938
1595137406810,2020-07-19T01:43:26.810,9.020,0.224,0.256,-0.047,0.939
1595137406820,2020-07-19T01:43:26.820,9.030,0.227,0.253,-0.046,0.939
1595137406830,2020-07-19T01:43:26.830,9.040,0.230,0.250,-0.046,0.939
1595137406840,2020-07-19T01:43:26.840,9.050,0.232,0.247,-0.047,0.940
1595137406850,2020-07-19T01:43:26.850,9.060,0.234,0.242,-0.048,0.940
1595137406860,2020-07-19T01:43:26.860,9.070,0.239,0.240,-0.048,0.940
1595137406870,2020-07-19T01:43:26.870,9.080,0.247,0.245,-0.047,0.936
1595137406880,2020-07-19T01:43:26.880,9.090,0.251,0.251,-0.048,0.934
1595137406890,2020-07-19T01:43:26.890,9.100,0.251,0.254,-0.049,0.933
1595137406900,2020-07-19T01:43:26.900,9.110,0.252,0.267,-0.051,0.929
1595137406910,2020-07-19T01:43:26.910,9.120,0.258,0.267,-0.050,0.927
1595137406920,2020-07-19T01:43:26.920,9.130,0.267,0.269,-0.044,0.924
1595137406930,2020-07-19T01:43:26.930,9.140,0.270,0.292,-0.050,0.916
1595137406940,2020-07-19T01:43:26.940,9.150,0.256,0.305,-0.061,0.915
1595137406950,2020-07-19T01:43:26.950,9.160,0.240,0.300,-0.075,0.920
1595137406960,2020-07-19T01:43:26.960,9.170,0.233,0.305,-0.077,0.920
1595137406970,2020-07-19T01:43:26.970,9.180,0.239,0.314,-0.068,0.916
1595137406980,2020-07-19T01:43:26.980,9.190,0.250,0.324,-0.059,0.910
1595137406990,2020-07-19T01:43:26.990,9.200,0.259,0.333,-0.050,0.905
1595137407000,2020-07-19T01:43:27.000,9.210,0.255,0.332,-0.052,0.907
1595137407010,2020-07-19T01:43:27.010,9.220,0.247,0.334,-0.056,0.908
1595137407020,2020-07-19T01:43:27.020,9.230,0.244,0.336,-0.056,0.908
1595137407030,2020-07-19T01:43:27.030,9.240,0.245,0.338,-0.055,0.907
1595137407040,2020-07-19T01:43:27.040,9.250,0.244,0.340,-0.055,0.906
1595137407050,2020-07-19T01:43:27.050,9.260,0.243,0.342,-0.055,0.906
1595137407060,2020-07-19T01:43:27.060,9.270,0.243,0.344,-0.055,0.905
1595137407070,2020-07-19T01:43:27.070,9.280,0.244,0.346,-0.055,0.904
1595137407080,2020-07-19T01:43:27.080,9.290,0.244,0.347,-0.055,0.904
1595137407090,2020-07-19T01:43:27.090,9.300,0.244,0.348,-0.056,0.903
1595137407100,2020-07-19T01:43:27.100,9.310,0.245,0.350,-0.056,0.903
1595137407110,2020-07-19T01:43:27.110,9.320,0.245,0.351,-0.056,0.902
1595137407120,2020-07-19T01:43:27.120,9.330,0.245,0.353,-0.057,0.901
1595137407130,2020-07-19T01:43:27.130,9.340,0.245,0.354,-0.057,0.901
1595137407140,2020-07-19T01:43:27.140,9.350,0.245,0.355,-0.057,0.900
1595137407150,2020-07-19T01:43:27.150,9.360,0.245,0.356,-0.057,0.900
1595137407160,2020-07-19T01:43:27.160,9.370,0.246,0.358,-0.054,0.899
1595137407170,2020-07-19T01:43:27.170,9.380,0.248,0.357,-0.051,0.899
1595137407180,2020-07-19T01:43:27.180,9.390,0.251,0.363,-0.044,0.896
1595137407190,2020-07-19T01:43:27.190,9.400,0.251,0.363,-0.044,0.896
1595137407200,2020-07-19T01:43:27.200,9.410,0.251,0.362,-0.044,0.897
1595137407210,2020-07-19T01:43:27.210,9.420,0.251,0.362,-0.044,0.897
1595137407220,2020-07-19T01:43:27.220,9.430,0.252,0.361,-0.044,0.897
1595137407230,2020-07-19T01:43:27.230,9.440,0.252,0.360,-0.044,0.897
1595137407240,2020-07-19T01:43:27.240,9.450,0.253,0.359,-0.044,0.898
1595137407250,2020-07-19T01:43:27.250,9.460,0.253,0.358,-0.043,0.898
1595137407260,2020-07-19T01:43:27.260,9.470,0.253,0.357,-0.043,0.898
1595137407270,2020-07-19T01:43:27.270,9.480,0.254,0.357,-0.042,0.898
1595137407280,2020-07-19T01:43:27.280,9.490,0.254,0.357,-0.041,0.898
1595137407290,2020-07-19T01:43:27.290,9.500,0.251,0.356,-0.050,0.899
1595137407300,2020-07-19T01:43:27.300,9.510,0.251,0.356,-0.049,0.899
1595137407310,2020-07-19T01:43:27.310,9.520,0.252,0.357,-0.048,0.898
1595137407320,2020-07-19T01:43:27.320,9.530,0.252,0.359,-0.047,0.897
1595137407330,2020-07-19T01:43:27.330,9.540,0.252,0.360,-0.046,0.897
1595137407340,2020-07-19T01:43:27.340,9.550,0.253,0.363,-0.045,0.896
1595137407350,2020-07-19T01:43:27.350,9.560,0.253,0.364,-0.043,0.895
1595137407360,2020-07-19T01:43:27.360,9.570,0.253,0.366,-0.042,0.894
1595137407370,2020-07-19T01:43:27.370,9.580,0.253,0.369,-0.042,0.893
1595137407380,2020-07-19T01:43:27.380,9.590,0.253,0.370,-0.042,0.893
1595137407390,2020-07-19T01:43:27.390,9.600,0.253,0.372,-0.042,0.892
1595137407400,2020-07-19T01:43:27.400,9.610,0.254,0.374,-0.043,0.891
1595137407410,2020-07-19T01:43:27.410,9.620,0.254,0.377,-0.044,0.890
1595137407420,2020-07-19T01:43:27.420,9.630,0.254,0.380,-0.046,0.888
1595137407430,2020-07-19T01:43:27.430,9.640,0.254,0.383,-0.048,0.887
1595137407440,2020-07-19T01:43:27.440,9.650,0.253,0.387,-0.051,0.885
1595137407450,2020-07-19T01:43:27.450,9.660,0.253,0.391,-0.054,0.883
1595137407460,2020-07-19T01:43:27.460,9.670,0.251,0.396,-0.057,0.881
1595137407470,2020-07-19T01:43:27.470,9.680,0.248,0.401,-0.060,0.880
1595137407480,2020-07-19T01:43:27.480,9.690,0.245,0.407,-0.064,0.878
1595137407490,2020-07-19T01:43:27.490,9.700,0.241,0.413,-0.069,0.876
1595137407500,2020-07-19T01:43:27.500,9.710,0.238,0.420,-0.074,0.873
1595137407510,2020-07-19T01:43:27.510,9.720,0.234,0.428,-0.080,0.869
1595137407520,2020-07-19T01:43:27.520,9.730,0.230,0.438,-0.086,0.865
1595137407530,2020-07-19T01:43:27.530,9.740,0.228,0.449,-0.094,0.859
1595137407540,2020-07-19T01:43:27.540,9.750,0.225,0.461,-0.103,0.852
1595137407550,2020-07-19T01:43:27.550,9.760,0.224,0.475,-0.114,0.844
1595137407560,2020-07-19T01:43:27.560,9.770,0.224,0.491,-0.125,0.833
1595137407570,2020-07-19T01:43:27.570,9.780,0.224,0.510,-0.136,0.819
1595137407580,2020-07-19T01:43:27.580,9.790,0.224,0.533,-0.146,0.802
1595137407590,2020-07-19T01:43:27.590,9.800,0.224,0.559,-0.154,0.783
1595137407600,2020-07-19T01:43:27.600,9.810,0.223,0.586,-0.164,0.762
1595137407610,2020-07-19T01:43:27.610,9.820,0.217,0.614,-0.177,0.738
1595137407620,2020-07-19T01:43:27.620,9.830,0.203,0.643,-0.198,0.711
1595137407630,2020-07-19T01:43:27.630,9.840,0.189,0.666,-0.224,0.686
1595137407640,2020-07-19T01:43:27.640,9.850,0.185,0.677,-0.232,0.674
1595137407650,2020-07-19T01:43:27.650,9.860,0.193,0.674,-0.231,0.675
1595137407660,2020-07-19T01:43:27.660,9.870,0.194,0.679,-0.239,0.667
1595137407670,2020-07-19T01:43:27.670,9.880,0.195,0.693,-0.233,0.653
1595137407680,2020-07-19T01:43:27.680,9.890,0.209,0.694,-0.215,0.655
1595137407690,2020-07-19T01:43:27.690,9.900,0.224,0.687,-0.211,0.658
1595137407700,2020-07-19T01:43:27.700,9.910,0.232,0.680,-0.220,0.660
1595137407710,2020-07-19T01:43:27.710,9.920,0.232,0.670,-0.233,0.666
1595137407720,2020-07-19T01:43:27.720,9.930,0.232,0.659,-0.242,0.673
1595137407730,2020-07-19T01:43:27.730,9.940,0.233,0.649,-0.242,0.682
1595137407740,2020-07-19T01:43:27.740,9.950,0.234,0.638,-0.242,0.692
1595137407750,2020-07-19T01:43:27.750,9.960,0.237,0.625,-0.241,0.704
1595137407760,2020-07-19T01:43:27.760,9.970,0.239,0.612,-0.234,0.717
1595137407770,2020-07-19T01:43:27.770,9.980,0.244,0.598,-0.228,0.728
1595137407780,2020-07-19T01:43:27.780,9.990,0.253,0.583,-0.225,0.738
1595137407790,2020-07-19T01:43:27.790,10.000,0.268,0.568,-0.221,0.746
1595137407800,2020-07-19T01:43:27.800,10.010,0.284,0.548,-0.218,0.756
1595137407810,2020-07-19T01:43:27.810,10.020,0.294,0.528,-0.219,0.766
1595137407820,2020-07-19T01:43:27.820,10.030,0.302,0.513,-0.222,0.772
1595137407830,2020-07-19T01:43:27.830,10.040,0.312,0.495,-0.222,0.780
1595137407840,2020-07-19T01:43:27.840,10.050,0.325,0.477,-0.216,0.788
1595137407850,2020-07-19T01:43:27.850,10.060,0.338,0.459,-0.210,0.794
