epoch (ms),time (-13:00),elapsed (s),w (number),x (number),y (number), z (number)
1595137411170,2020-07-19T01:43:31.170,13.380,0.305,0.321,-0.116,0.889
1595137411180,2020-07-19T01:43:31.180,13.390,0.306,0.320,-0.119,0.889
1595137411190,2020-07-19T01:43:31.190,13.400,0.307,0.320,-0.121,0.888
1595137411200,2020-07-19T01:43:31.200,13.410,0.307,0.320,-0.124,0.888
1595137411210,2020-07-19T01:43:31.210,13.420,0.267,0.326,-0.111,0.900
1595137411220,2020-07-19T01:43:31.220,13.430,0.268,0.328,-0.114,0.899
1595137411230,2020-07-19T01:43:31.230,13.440,0.268,0.330,-0.116,0.898
1595137411240,2020-07-19T01:43:31.240,13.450,0.268,0.331,-0.118,0.897
1595137411250,2020-07-19T01:43:31.250,13.460,0.230,0.334,-0.107,0.908
1595137411260,2020-07-19T01:43:31.260,13.470,0.230,0.335,-0.110,0.907
1595137411270,2020-07-19T01:43:31.270,13.480,0.231,0.339,-0.112,0.905
1595137411280,2020-07-19T01:43:31.280,13.490,0.198,0.346,-0.102,0.911
1595137411290,2020-07-19T01:43:31.290,13.500,0.200,0.349,-0.105,0.909
1595137411300,2020-07-19T01:43:31.300,13.510,0.203,0.353,-0.108,0.907
1595137411310,2020-07-19T01:43:31.310,13.520,0.205,0.359,-0.112,0.904
1595137411320,2020-07-19T01:43:31.320,13.530,0.180,0.367,-0.105,0.907
1595137411330,2020-07-19T01:43:31.330,13.540,0.186,0.372,-0.109,0.903
1595137411340,2020-07-19T01:43:31.340,13.550,0.192,0.377,-0.115,0.899
1595137411350,2020-07-19T01:43:31.350,13.560,0.199,0.382,-0.123,0.894
1595137411360,2020-07-19T01:43:31.360,13.570,0.180,0.391,-0.120,0.894
1595137411370,2020-07-19T01:43:31.370,13.580,0.188,0.398,-0.128,0.889
1595137411380,2020-07-19T01:43:31.380,13.590,0.197,0.404,-0.137,0.883
1595137411390,2020-07-19T01:43:31.390,13.600,0.206,0.410,-0.146,0.876
1595137411400,2020-07-19T01:43:31.400,13.610,0.208,0.417,-0.152,0.872
1595137411410,2020-07-19T01:43:31.410,13.620,0.221,0.421,-0.161,0.865
1595137411420,2020-07-19T01:43:31.420,13.630,0.234,0.424,-0.171,0.858
1595137411430,2020-07-19T01:43:31.430,13.640,0.249,0.426,-0.181,0.851
1595137411440,2020-07-19T01:43:31.440,13.650,0.265,0.427,-0.190,0.843
1595137411450,2020-07-19T01:43:31.450,13.660,0.282,0.426,-0.200,0.836
1595137411460,2020-07-19T01:43:31.460,13.670,0.300,0.424,-0.209,0.828
1595137411470,2020-07-19T01:43:31.470,13.680,0.317,0.421,-0.219,0.821
1595137411480,2020-07-19T01:43:31.480,13.690,0.334,0.417,-0.227,0.814
1595137411490,2020-07-19T01:43:31.490,13.700,0.352,0.411,-0.235,0.808
1595137411500,2020-07-19T01:43:31.500,13.710,0.370,0.404,-0.241,0.801
1595137411510,2020-07-19T01:43:31.510,13.720,0.390,0.397,-0.247,0.793
1595137411520,2020-07-19T01:43:31.520,13.730,0.412,0.390,-0.253,0.784
1595137411530,2020-07-19T01:43:31.530,13.740,0.436,0.383,-0.258,0.773
1595137411540,2020-07-19T01:43:31.540,13.750,0.460,0.377,-0.262,0.760
1595137411550,2020-07-19T01:43:31.550,13.760,0.485,0.369,-0.266,0.746
1595137411560,2020-07-19T01:43:31.560,13.770,0.509,0.362,-0.270,0.733
1595137411570,2020-07-19T01:43:31.570,13.780,0.532,0.355,-0.274,0.718
1595137411580,2020-07-19T01:43:31.580,13.790,0.555,0.347,-0.277,0.703
1595137411590,2020-07-19T01:43:31.590,13.800,0.576,0.339,-0.280,0.689
1595137411600,2020-07-19T01:43:31.600,13.810,0.596,0.331,-0.282,0.675
1595137411610,2020-07-19T01:43:31.610,13.820,0.614,0.322,-0.284,0.662
1595137411620,2020-07-19T01:43:31.620,13.830,0.631,0.313,-0.285,0.650
1595137411630,2020-07-19T01:43:31.630,13.840,0.648,0.304,-0.286,0.637
1595137411640,2020-07-19T01:43:31.640,13.850,0.664,0.295,-0.286,0.624
1595137411650,2020-07-19T01:43:31.650,13.860,0.681,0.286,-0.286,0.611
1595137411660,2020-07-19T01:43:31.660,13.870,0.697,0.277,-0.285,0.597
1595137411670,2020-07-19T01:43:31.670,13.880,0.713,0.268,-0.283,0.582
1595137411680,2020-07-19T01:43:31.680,13.890,0.730,0.259,-0.281,0.567
1595137411690,2020-07-19T01:43:31.690,13.900,0.746,0.249,-0.277,0.552
1595137411700,2020-07-19T01:43:31.700,13.910,0.762,0.240,-0.274,0.536
1595137411710,2020-07-19T01:43:31.710,13.920,0.777,0.232,-0.270,0.519
1595137411720,2020-07-19T01:43:31.720,13.930,0.793,0.224,-0.265,0.501
1595137411730,2020-07-19T01:43:31.730,13.940,0.808,0.216,-0.259,0.483
1595137411740,2020-07-19T01:43:31.740,13.950,0.823,0.208,-0.252,0.464
1595137411750,2020-07-19T01:43:31.750,13.960,0.837,0.202,-0.247,0.445
1595137411760,2020-07-19T01:43:31.760,13.970,0.848,0.195,-0.245,0.427
1595137411770,2020-07-19T01:43:31.770,13.980,0.859,0.186,-0.242,0.411
1595137411780,2020-07-19T01:43:31.780,13.990,0.869,0.177,-0.240,0.394
1595137411790,2020-07-19T01:43:31.790,14.000,0.879,0.170,-0.238,0.377
1595137411800,2020-07-19T01:43:31.800,14.010,0.888,0.162,-0.236,0.361
1595137411810,2020-07-19T01:43:31.810,14.020,0.895,0.153,-0.234,0.347
1595137411820,2020-07-19T01:43:31.820,14.030,0.900,0.140,-0.232,0.341
1595137411830,2020-07-19T01:43:31.830,14.040,0.904,0.124,-0.234,0.335
1595137411840,2020-07-19T01:43:31.840,14.050,0.907,0.111,-0.237,0.329
1595137411850,2020-07-19T01:43:31.850,14.060,0.910,0.098,-0.239,0.323
1595137411860,2020-07-19T01:43:31.860,14.070,0.914,0.087,-0.238,0.317
1595137411870,2020-07-19T01:43:31.870,14.080,0.917,0.080,-0.238,0.309
1595137411880,2020-07-19T01:43:31.880,14.090,0.920,0.079,-0.239,0.299
1595137411890,2020-07-19T01:43:31.890,14.100,0.923,0.081,-0.243,0.288
1595137411900,2020-07-19T01:43:31.900,14.110,0.924,0.086,-0.248,0.278
1595137411910,2020-07-19T01:43:31.910,14.120,0.924,0.093,-0.258,0.268
1595137411920,2020-07-19T01:43:31.920,14.130,0.923,0.098,-0.267,0.259
1595137411930,2020-07-19T01:43:31.930,14.140,0.927,0.094,-0.260,0.253
1595137411940,2020-07-19T01:43:31.940,14.150,0.929,0.092,-0.260,0.246
1595137411950,2020-07-19T01:43:31.950,14.160,0.926,0.096,-0.277,0.238
1595137411960,2020-07-19T01:43:31.960,14.170,0.923,0.093,-0.286,0.241
1595137411970,2020-07-19T01:43:31.970,14.180,0.920,0.081,-0.288,0.253
1595137411980,2020-07-19T01:43:31.980,14.190,0.918,0.077,-0.291,0.260
1595137411990,2020-07-19T01:43:31.990,14.200,0.917,0.083,-0.294,0.255
1595137412000,2020-07-19T01:43:32.000,14.210,0.918,0.091,-0.299,0.244
1595137412010,2020-07-19T01:43:32.010,14.220,0.918,0.096,-0.301,0.239
1595137412020,2020-07-19T01:43:32.020,14.230,0.917,0.092,-0.303,0.244
1595137412030,2020-07-19T01:43:32.030,14.240,0.915,0.092,-0.305,0.247
1595137412040,2020-07-19T01:43:32.040,14.250,0.915,0.093,-0.308,0.245
1595137412050,2020-07-19T01:43:32.050,14.260,0.914,0.093,-0.309,0.245
1595137412060,2020-07-19T01:43:32.060,14.270,0.914,0.092,-0.311,0.246
1595137412070,2020-07-19T01:43:32.070,14.280,0.913,0.093,-0.313,0.245
1595137412080,2020-07-19T01:43:32.080,14.290,0.913,0.094,-0.314,0.243
1595137412090,2020-07-19T01:43:32.090,14.300,0.912,0.094,-0.316,0.243
1595137412100,2020-07-19T01:43:32.100,14.310,0.912,0.093,-0.318,0.243
1595137412110,2020-07-19T01:43:32.110,14.320,0.911,0.093,-0.320,0.242
1595137412120,2020-07-19T01:43:32.120,14.330,0.911,0.093,-0.322,0.242
1595137412130,2020-07-19T01:43:32.130,14.340,0.910,0.092,-0.324,0.242
1595137412140,2020-07-19T01:43:32.140,14.350,0.909,0.092,-0.326,0.242
1595137412150,2020-07-19T01:43:32.150,14.360,0.909,0.092,-0.328,0.241
1595137412160,2020-07-19T01:43:32.160,14.370,0.908,0.091,-0.330,0.241
1595137412170,2020-07-19T01:43:32.170,14.380,0.907,0.091,-0.332,0.241
1595137412180,2020-07-19T01:43:32.180,14.390,0.907,0.091,-0.334,0.241
1595137412190,2020-07-19T01:43:32.190,14.400,0.906,0.091,-0.336,0.241
1595137412200,2020-07-19T01:43:32.200,14.410,0.905,0.092,-0.338,0.240
1595137412210,2020-07-19T01:43:32.210,14.420,0.905,0.092,-0.340,0.240
1595137412220,2020-07-19T01:43:32.220,14.430,0.904,0.093,-0.342,0.239
1595137412230,2020-07-19T01:43:32.230,14.440,0.904,0.094,-0.343,0.238
1595137412240,2020-07-19T01:43:32.240,14.450,0.903,0.094,-0.345,0.238
1595137412250,2020-07-19T01:43:32.250,14.460,0.902,0.133,-0.345,0.222
1595137412260,2020-07-19T01:43:32.260,14.470,0.902,0.133,-0.347,0.221
1595137412270,2020-07-19T01:43:32.270,14.480,0.901,0.134,-0.348,0.220
1595137412280,2020-07-19T01:43:32.280,14.490,0.901,0.135,-0.349,0.220
1595137412290,2020-07-19T01:43:32.290,14.500,0.901,0.135,-0.350,0.220
1595137412300,2020-07-19T01:43:32.300,14.510,0.900,0.135,-0.351,0.219
1595137412310,2020-07-19T01:43:32.310,14.520,0.900,0.135,-0.352,0.218
1595137412320,2020-07-19T01:43:32.320,14.530,0.900,0.135,-0.354,0.217
1595137412330,2020-07-19T01:43:32.330,14.540,0.899,0.135,-0.355,0.217
1595137412340,2020-07-19T01:43:32.340,14.550,0.899,0.135,-0.356,0.216
1595137412350,2020-07-19T01:43:32.350,14.560,0.899,0.135,-0.357,0.214
1595137412360,2020-07-19T01:43:32.360,14.570,0.899,0.135,-0.358,0.213
1595137412370,2020-07-19T01:43:32.370,14.580,0.899,0.135,-0.359,0.212
1595137412380,2020-07-19T01:43:32.380,14.590,0.898,0.135,-0.360,0.211
1595137412390,2020-07-19T01:43:32.390,14.600,0.898,0.135,-0.362,0.210
1595137412400,2020-07-19T01:43:32.400,14.610,0.898,0.136,-0.363,0.208
1595137412410,2020-07-19T01:43:32.410,14.620,0.898,0.136,-0.364,0.207
1595137412420,2020-07-19T01:43:32.420,14.630,0.898,0.135,-0.365,0.206
1595137412430,2020-07-19T01:43:32.430,14.640,0.897,0.135,-0.366,0.206
1595137412440,2020-07-19T01:43:32.440,14.650,0.897,0.136,-0.367,0.205
1595137412450,2020-07-19T01:43:32.450,14.660,0.897,0.136,-0.369,0.204
1595137412460,2020-07-19T01:43:32.460,14.670,0.896,0.136,-0.370,0.204
1595137412470,2020-07-19T01:43:32.470,14.680,0.895,0.137,-0.372,0.203
1595137412480,2020-07-19T01:43:32.480,14.690,0.895,0.137,-0.374,0.203
1595137412490,2020-07-19T01:43:32.490,14.700,0.894,0.137,-0.376,0.202
1595137412500,2020-07-19T01:43:32.500,14.710,0.893,0.138,-0.378,0.201
1595137412510,2020-07-19T01:43:32.510,14.720,0.892,0.137,-0.380,0.201
1595137412520,2020-07-19T01:43:32.520,14.730,0.879,0.157,-0.375,0.247
1595137412530,2020-07-19T01:43:32.530,14.740,0.878,0.156,-0.378,0.248
1595137412540,2020-07-19T01:43:32.540,14.750,0.877,0.155,-0.381,0.248
1595137412550,2020-07-19T01:43:32.550,14.760,0.876,0.154,-0.384,0.248
1595137412560,2020-07-19T01:43:32.560,14.770,0.861,0.171,-0.378,0.294
1595137412570,2020-07-19T01:43:32.570,14.780,0.860,0.169,-0.380,0.295
1595137412580,2020-07-19T01:43:32.580,14.790,0.859,0.166,-0.384,0.296
1595137412590,2020-07-19T01:43:32.590,14.800,0.841,0.184,-0.381,0.338
1595137412600,2020-07-19T01:43:32.600,14.810,0.838,0.183,-0.388,0.338
1595137412610,2020-07-19T01:43:32.610,14.820,0.834,0.182,-0.397,0.337
1595137412620,2020-07-19T01:43:32.620,14.830,0.829,0.182,-0.408,0.336
1595137412630,2020-07-19T01:43:32.630,14.840,0.806,0.201,-0.411,0.375
1595137412640,2020-07-19T01:43:32.640,14.850,0.801,0.201,-0.426,0.371
1595137412650,2020-07-19T01:43:32.650,14.860,0.794,0.201,-0.442,0.366
1595137412660,2020-07-19T01:43:32.660,14.870,0.786,0.202,-0.461,0.360
1595137412670,2020-07-19T01:43:32.670,14.880,0.776,0.204,-0.481,0.354
1595137412680,2020-07-19T01:43:32.680,14.890,0.764,0.207,-0.503,0.347
1595137412690,2020-07-19T01:43:32.690,14.900,0.751,0.212,-0.526,0.339
1595137412700,2020-07-19T01:43:32.700,14.910,0.737,0.216,-0.548,0.332
1595137412710,2020-07-19T01:43:32.710,14.920,0.723,0.214,-0.570,0.327
1595137412720,2020-07-19T01:43:32.720,14.930,0.703,0.210,-0.599,0.321
1595137412730,2020-07-19T01:43:32.730,14.940,0.667,0.211,-0.642,0.314
1595137412740,2020-07-19T01:43:32.740,14.950,0.623,0.208,-0.687,0.310
1595137412750,2020-07-19T01:43:32.750,14.960,0.610,0.208,-0.698,0.314
1595137412760,2020-07-19T01:43:32.760,14.970,0.622,0.206,-0.688,0.313
1595137412770,2020-07-19T01:43:32.770,14.980,0.624,0.199,-0.689,0.311
1595137412780,2020-07-19T01:43:32.780,14.990,0.614,0.213,-0.694,0.311
1595137412790,2020-07-19T01:43:32.790,15.000,0.618,0.220,-0.689,0.308
1595137412800,2020-07-19T01:43:32.800,15.010,0.631,0.222,-0.681,0.300
1595137412810,2020-07-19T01:43:32.810,15.020,0.636,0.223,-0.679,0.291
1595137412820,2020-07-19T01:43:32.820,15.030,0.639,0.220,-0.677,0.291
1595137412830,2020-07-19T01:43:32.830,15.040,0.641,0.218,-0.673,0.298
1595137412840,2020-07-19T01:43:32.840,15.050,0.642,0.214,-0.671,0.303
1595137412850,2020-07-19T01:43:32.850,15.060,0.647,0.212,-0.663,0.312
1595137412860,2020-07-19T01:43:32.860,15.070,0.654,0.213,-0.651,0.320
1595137412870,2020-07-19T01:43:32.870,15.080,0.664,0.215,-0.638,0.325
1595137412880,2020-07-19T01:43:32.880,15.090,0.675,0.217,-0.623,0.329
1595137412890,2020-07-19T01:43:32.890,15.100,0.687,0.217,-0.609,0.332
1595137412900,2020-07-19T01:43:32.900,15.110,0.699,0.215,-0.596,0.333
1595137412910,2020-07-19T01:43:32.910,15.120,0.711,0.213,-0.582,0.333
1595137412920,2020-07-19T01:43:32.920,15.130,0.723,0.212,-0.567,0.332
1595137412930,2020-07-19T01:43:32.930,15.140,0.736,0.210,-0.552,0.331
1595137412940,2020-07-19T01:43:32.940,15.150,0.749,0.209,-0.536,0.330
1595137412950,2020-07-19T01:43:32.950,15.160,0.760,0.208,-0.521,0.329
1595137412960,2020-07-19T01:43:32.960,15.170,0.772,0.205,-0.504,0.329
1595137412970,2020-07-19T01:43:32.970,15.180,0.783,0.202,-0.487,0.329
1595137412980,2020-07-19T01:43:32.980,15.190,0.794,0.199,-0.470,0.330
1595137412990,2020-07-19T01:43:32.990,15.200,0.805,0.194,-0.452,0.332
1595137413000,2020-07-19T01:43:33.000,15.210,0.816,0.190,-0.433,0.333
1595137413010,2020-07-19T01:43:33.010,15.220,0.825,0.185,-0.415,0.336
1595137413020,2020-07-19T01:43:33.020,15.230,0.834,0.180,-0.397,0.338
1595137413030,2020-07-19T01:43:33.030,15.240,0.841,0.175,-0.380,0.342
1595137413040,2020-07-19T01:43:33.040,15.250,0.849,0.170,-0.363,0.345
1595137413050,2020-07-19T01:43:33.050,15.260,0.856,0.165,-0.345,0.349
1595137413060,2020-07-19T01:43:33.060,15.270,0.863,0.160,-0.327,0.351
1595137413070,2020-07-19T01:43:33.070,15.280,0.869,0.155,-0.310,0.354
1595137413080,2020-07-19T01:43:33.080,15.290,0.874,0.151,-0.293,0.356
1595137413090,2020-07-19T01:43:33.090,15.300,0.879,0.147,-0.277,0.359
1595137413100,2020-07-19T01:43:33.100,15.310,0.884,0.143,-0.261,0.361
1595137413110,2020-07-19T01:43:33.110,15.320,0.887,0.140,-0.247,0.364
1595137413120,2020-07-19T01:43:33.120,15.330,0.890,0.137,-0.234,0.365
1595137413130,2020-07-19T01:43:33.130,15.340,0.893,0.135,-0.223,0.366
1595137413140,2020-07-19T01:43:33.140,15.350,0.895,0.132,-0.214,0.368
1595137413150,2020-07-19T01:43:33.150,15.360,0.896,0.130,-0.208,0.371
1595137413160,2020-07-19T01:43:33.160,15.370,0.895,0.129,-0.204,0.375
1595137413170,2020-07-19T01:43:33.170,15.380,0.895,0.130,-0.201,0.377
1595137413180,2020-07-19T01:43:33.180,15.390,0.895,0.133,-0.197,0.377
1595137413190,2020-07-19T01:43:33.190,15.400,0.894,0.138,-0.195,0.378
1595137413200,2020-07-19T01:43:33.200,15.410,0.893,0.143,-0.195,0.380
1595137413210,2020-07-19T01:43:33.210,15.420,0.891,0.147,-0.193,0.385
1595137413220,2020-07-19T01:43:33.220,15.430,0.889,0.148,-0.191,0.390
1595137413230,2020-07-19T01:43:33.230,15.440,0.887,0.149,-0.187,0.396
1595137413240,2020-07-19T01:43:33.240,15.450,0.884,0.150,-0.184,0.403
1595137413250,2020-07-19T01:43:33.250,15.460,0.880,0.153,-0.182,0.410
1595137413260,2020-07-19T01:43:33.260,15.470,0.876,0.158,-0.183,0.418
1595137413270,2020-07-19T01:43:33.270,15.480,0.870,0.167,-0.189,0.423
1595137413280,2020-07-19T01:43:33.280,15.490,0.868,0.176,-0.197,0.420
1595137413290,2020-07-19T01:43:33.290,15.500,0.870,0.188,-0.196,0.412
1595137413300,2020-07-19T01:43:33.300,15.510,0.869,0.199,-0.207,0.403
1595137413310,2020-07-19T01:43:33.310,15.520,0.864,0.189,-0.233,0.405
1595137413320,2020-07-19T01:43:33.320,15.530,0.858,0.170,-0.253,0.413
1595137413330,2020-07-19T01:43:33.330,15.540,0.856,0.171,-0.257,0.414
1595137413340,2020-07-19T01:43:33.340,15.550,0.846,0.168,-0.267,0.431
1595137413350,2020-07-19T01:43:33.350,15.560,0.843,0.166,-0.265,0.438
1595137413360,2020-07-19T01:43:33.360,15.570,0.844,0.180,-0.268,0.428
1595137413370,2020-07-19T01:43:33.370,15.580,0.849,0.197,-0.269,0.409
1595137413380,2020-07-19T01:43:33.380,15.590,0.851,0.200,-0.267,0.405
1595137413390,2020-07-19T01:43:33.390,15.600,0.847,0.194,-0.272,0.415
1595137413400,2020-07-19T01:43:33.400,15.610,0.844,0.193,-0.275,0.419
1595137413410,2020-07-19T01:43:33.410,15.620,0.843,0.195,-0.275,0.419
1595137413420,2020-07-19T01:43:33.420,15.630,0.842,0.196,-0.277,0.419
1595137413430,2020-07-19T01:43:33.430,15.640,0.842,0.197,-0.278,0.419
1595137413440,2020-07-19T01:43:33.440,15.650,0.841,0.198,-0.280,0.418
1595137413450,2020-07-19T01:43:33.450,15.660,0.841,0.198,-0.281,0.419
1595137413460,2020-07-19T01:43:33.460,15.670,0.840,0.198,-0.282,0.419
1595137413470,2020-07-19T01:43:33.470,15.680,0.839,0.199,-0.283,0.419
1595137413480,2020-07-19T01:43:33.480,15.690,0.839,0.200,-0.284,0.419
1595137413490,2020-07-19T01:43:33.490,15.700,0.843,0.202,-0.272,0.417
1595137413500,2020-07-19T01:43:33.500,15.710,0.843,0.202,-0.273,0.417
1595137413510,2020-07-19T01:43:33.510,15.720,0.843,0.203,-0.274,0.417
1595137413520,2020-07-19T01:43:33.520,15.730,0.842,0.203,-0.275,0.417
1595137413530,2020-07-19T01:43:33.530,15.740,0.842,0.204,-0.276,0.416
1595137413540,2020-07-19T01:43:33.540,15.750,0.842,0.205,-0.276,0.416
1595137413550,2020-07-19T01:43:33.550,15.760,0.842,0.205,-0.277,0.416
1595137413560,2020-07-19T01:43:33.560,15.770,0.837,0.199,-0.290,0.419
1595137413570,2020-07-19T01:43:33.570,15.780,0.837,0.199,-0.290,0.418
1595137413580,2020-07-19T01:43:33.580,15.790,0.837,0.200,-0.290,0.418
1595137413590,2020-07-19T01:43:33.590,15.800,0.837,0.199,-0.290,0.419
1595137413600,2020-07-19T01:43:33.600,15.810,0.837,0.199,-0.290,0.419
1595137413610,2020-07-19T01:43:33.610,15.820,0.837,0.199,-0.290,0.419
1595137413620,2020-07-19T01:43:33.620,15.830,0.837,0.201,-0.291,0.419
1595137413630,2020-07-19T01:43:33.630,15.840,0.843,0.213,-0.272,0.413
1595137413640,2020-07-19T01:43:33.640,15.850,0.842,0.215,-0.273,0.413
1595137413650,2020-07-19T01:43:33.650,15.860,0.841,0.217,-0.275,0.411
1595137413660,2020-07-19T01:43:33.660,15.870,0.841,0.218,-0.276,0.411
1595137413670,2020-07-19T01:43:33.670,15.880,0.841,0.219,-0.277,0.411
1595137413680,2020-07-19T01:43:33.680,15.890,0.840,0.219,-0.278,0.411
1595137413690,2020-07-19T01:43:33.690,15.900,0.840,0.220,-0.279,0.411
1595137413700,2020-07-19T01:43:33.700,15.910,0.839,0.220,-0.280,0.411
1595137413710,2020-07-19T01:43:33.710,15.920,0.839,0.221,-0.281,0.411
1595137413720,2020-07-19T01:43:33.720,15.930,0.838,0.222,-0.282,0.411
1595137413730,2020-07-19T01:43:33.730,15.940,0.838,0.222,-0.282,0.412
1595137413740,2020-07-19T01:43:33.740,15.950,0.837,0.222,-0.283,0.412
1595137413750,2020-07-19T01:43:33.750,15.960,0.837,0.223,-0.284,0.412
1595137413760,2020-07-19T01:43:33.760,15.970,0.836,0.224,-0.285,0.412
1595137413770,2020-07-19T01:43:33.770,15.980,0.835,0.224,-0.286,0.413
1595137413780,2020-07-19T01:43:33.780,15.990,0.835,0.225,-0.287,0.413
1595137413790,2020-07-19T01:43:33.790,16.000,0.814,0.239,-0.278,0.451
1595137413800,2020-07-19T01:43:33.800,16.010,0.813,0.240,-0.280,0.451
1595137413810,2020-07-19T01:43:33.810,16.020,0.812,0.241,-0.282,0.451
1595137413820,2020-07-19T01:43:33.820,16.030,0.811,0.242,-0.284,0.451
1595137413830,2020-07-19T01:43:33.830,16.040,0.788,0.256,-0.276,0.487
1595137413840,2020-07-19T01:43:33.840,16.050,0.786,0.258,-0.280,0.486
1595137413850,2020-07-19T01:43:33.850,16.060,0.784,0.262,-0.284,0.486
1595137413860,2020-07-19T01:43:33.860,16.070,0.780,0.267,-0.290,0.486
1595137413870,2020-07-19T01:43:33.870,16.080,0.755,0.285,-0.285,0.517
1595137413880,2020-07-19T01:43:33.880,16.090,0.751,0.292,-0.291,0.516
1595137413890,2020-07-19T01:43:33.890,16.100,0.747,0.295,-0.296,0.517
1595137413900,2020-07-19T01:43:33.900,16.110,0.743,0.297,-0.301,0.519
1595137413910,2020-07-19T01:43:33.910,16.120,0.739,0.300,-0.306,0.519
1595137413920,2020-07-19T01:43:33.920,16.130,0.736,0.303,-0.313,0.519
1595137413930,2020-07-19T01:43:33.930,16.140,0.732,0.306,-0.320,0.518
1595137413940,2020-07-19T01:43:33.940,16.150,0.728,0.310,-0.329,0.515
1595137413950,2020-07-19T01:43:33.950,16.160,0.724,0.314,-0.340,0.512
1595137413960,2020-07-19T01:43:33.960,16.170,0.719,0.318,-0.352,0.508
1595137413970,2020-07-19T01:43:33.970,16.180,0.714,0.322,-0.366,0.503
1595137413980,2020-07-19T01:43:33.980,16.190,0.707,0.328,-0.381,0.496
1595137413990,2020-07-19T01:43:33.990,16.200,0.699,0.335,-0.398,0.490
1595137414000,2020-07-19T01:43:34.000,16.210,0.690,0.344,-0.417,0.482
1595137414010,2020-07-19T01:43:34.010,16.220,0.678,0.354,-0.437,0.473
1595137414020,2020-07-19T01:43:34.020,16.230,0.665,0.366,-0.456,0.464
1595137414030,2020-07-19T01:43:34.030,16.240,0.651,0.375,-0.477,0.456
1595137414040,2020-07-19T01:43:34.040,16.250,0.633,0.385,-0.504,0.445
1595137414050,2020-07-19T01:43:34.050,16.260,0.606,0.399,-0.533,0.435
1595137414060,2020-07-19T01:43:34.060,16.270,0.583,0.406,-0.559,0.428
1595137414070,2020-07-19T01:43:34.070,16.280,0.575,0.407,-0.567,0.427
1595137414080,2020-07-19T01:43:34.080,16.290,0.578,0.406,-0.565,0.427
1595137414090,2020-07-19T01:43:34.090,16.300,0.566,0.416,-0.574,0.421
1595137414100,2020-07-19T01:43:34.100,16.310,0.545,0.440,-0.584,0.411
1595137414110,2020-07-19T01:43:34.110,16.320,0.541,0.462,-0.572,0.408
1595137414120,2020-07-19T01:43:34.120,16.330,0.552,0.479,-0.544,0.411
1595137414130,2020-07-19T01:43:34.130,16.340,0.563,0.484,-0.525,0.415
1595137414140,2020-07-19T01:43:34.140,16.350,0.567,0.476,-0.530,0.413
1595137414150,2020-07-19T01:43:34.150,16.360,0.568,0.459,-0.541,0.416
1595137414160,2020-07-19T01:43:34.160,16.370,0.569,0.441,-0.550,0.424
1595137414170,2020-07-19T01:43:34.170,16.380,0.571,0.430,-0.548,0.434
1595137414180,2020-07-19T01:43:34.180,16.390,0.578,0.426,-0.535,0.445
1595137414190,2020-07-19T01:43:34.190,16.400,0.585,0.426,-0.520,0.454
1595137414200,2020-07-19T01:43:34.200,16.410,0.589,0.427,-0.507,0.461
1595137414210,2020-07-19T01:43:34.210,16.420,0.594,0.428,-0.495,0.469
1595137414220,2020-07-19T01:43:34.220,16.430,0.601,0.426,-0.480,0.476
1595137414230,2020-07-19T01:43:34.230,16.440,0.609,0.421,-0.466,0.484
1595137414240,2020-07-19T01:43:34.240,16.450,0.617,0.415,-0.453,0.492
1595137414250,2020-07-19T01:43:34.250,16.460,0.624,0.410,-0.440,0.499
1595137414260,2020-07-19T01:43:34.260,16.470,0.632,0.405,-0.425,0.506
1595137414270,2020-07-19T01:43:34.270,16.480,0.640,0.398,-0.409,0.513
1595137414280,2020-07-19T01:43:34.280,16.490,0.649,0.391,-0.394,0.521
1595137414290,2020-07-19T01:43:34.290,16.500,0.656,0.383,-0.378,0.528
1595137414300,2020-07-19T01:43:34.300,16.510,0.664,0.375,-0.362,0.535
1595137414310,2020-07-19T01:43:34.310,16.520,0.672,0.366,-0.346,0.542
1595137414320,2020-07-19T01:43:34.320,16.530,0.680,0.357,-0.330,0.549
1595137414330,2020-07-19T01:43:34.330,16.540,0.686,0.346,-0.315,0.557
1595137414340,2020-07-19T01:43:34.340,16.550,0.690,0.335,-0.299,0.567
1595137414350,2020-07-19T01:43:34.350,16.560,0.694,0.324,-0.283,0.577
1595137414360,2020-07-19T01:43:34.360,16.570,0.698,0.314,-0.266,0.586
1595137414370,2020-07-19T01:43:34.370,16.580,0.700,0.304,-0.249,0.596
1595137414380,2020-07-19T01:43:34.380,16.590,0.702,0.293,-0.233,0.607
1595137414390,2020-07-19T01:43:34.390,16.600,0.702,0.282,-0.217,0.616
1595137414400,2020-07-19T01:43:34.400,16.610,0.702,0.272,-0.202,0.627
1595137414410,2020-07-19T01:43:34.410,16.620,0.700,0.262,-0.187,0.637
1595137414420,2020-07-19T01:43:34.420,16.630,0.698,0.254,-0.173,0.647
1595137414430,2020-07-19T01:43:34.430,16.640,0.697,0.246,-0.160,0.654
1595137414440,2020-07-19T01:43:34.440,16.650,0.695,0.239,-0.150,0.661
1595137414450,2020-07-19T01:43:34.450,16.660,0.693,0.234,-0.142,0.667
1595137414460,2020-07-19T01:43:34.460,16.670,0.689,0.229,-0.136,0.674
1595137414470,2020-07-19T01:43:34.470,16.680,0.684,0.225,-0.129,0.682
1595137414480,2020-07-19T01:43:34.480,16.690,0.681,0.221,-0.121,0.688
